kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
FGFR4	FGFR	4	14	9	28	65	268	1.1780219780219778	0.2363664553717136	0.46101389667810744	1.0000000000004792	0.336285983157737	2.081018672821495e-13	1.3252747252747252	0.4062914568140261	0.24074376157089808	0.996975412760065	0.6184449579954854	0.0013155520537391867	downregulated set	0.7545605306799337	-0.4062914568140261	0.24074376157089808	0.996975412760065	0.6184449579954854	0.0013155520537391867
FGFR3	FGFR	3	14	7	28	55	268	1.044155844155844	0.06233705559666477	0.577514402906533	1.0000000000004792	0.23843718022399035	2.081018672821495e-13	1.218181818181818	0.2847294769331127	0.3653055597939269	1.0000000000004994	0.43734371796205435	2.1687724722778012e-13	downregulated set	0.8208955223880599	-0.2847294769331127	0.3653055597939269	1.0000000000004994	0.43734371796205435	2.1687724722778012e-13
FGFR2	FGFR	2	14	6	28	32	268	1.1964285714285714	0.2587342684001683	0.5216531363178983	1.0000000000004792	0.28261817717971377	2.081018672821495e-13	1.794642857142857	0.8436967691213244	0.1306844019367496	0.996975412760065	0.8837762452966731	0.0013155520537391867	downregulated set	0.5572139303482587	-0.8436967691213244	0.1306844019367496	0.996975412760065	0.8837762452966731	0.0013155520537391867
FGFR1	FGFR	3	14	4	28	33	268	1.7402597402597402	0.799302649762871	0.2589406717648409	1.0000000000004792	0.586799729651015	2.081018672821495e-13	1.1601731601731602	0.2143401490417149	0.47480549225275354	1.0000000000004994	0.3234842660416493	2.1687724722778012e-13	upregulated set	1.7402597402597402	0.799302649762871	0.2589406717648409	1.0000000000004792	0.586799729651015	2.081018672821495e-13
FGR	SRC	6	14	9	28	94	268	1.221884498480243	0.289107917443687	0.3712603118421137	1.0000000000004792	0.4303214748762566	2.081018672821495e-13	0.9164133738601824	-0.12592958183515665	0.6929988710909707	1.0000000000004994	0.15926747286201914	2.1687724722778012e-13	upregulated set	1.221884498480243	0.289107917443687	0.3712603118421137	1.0000000000004792	0.4303214748762566	2.081018672821495e-13
ZAP70	SYK	6	14	9	28	106	268	1.0835579514824798	0.11577631455812534	0.5062673442728919	1.0000000000004792	0.29562008497632825	2.081018672821495e-13	0.81266846361186	-0.2992611847207183	0.833507571705313	1.0000000000004994	0.07909045062313838	2.1687724722778012e-13	upregulated set	1.0835579514824798	0.11577631455812534	0.5062673442728919	1.0000000000004792	0.29562008497632825	2.081018672821495e-13
LTK	LTKR	0	14	5	28	14	268	0.6836734693877551	-0.5486206536574358	1.0000000000001121	1.0000000000004792	4.869853706093827e-14	2.081018672821495e-13	3.418367346938776	1.7733074412299268	0.023944029443954275	0.46690857415710835	1.620802762115952	0.330768150753434	downregulated set	0.2925373134328358	-1.7733074412299268	0.023944029443954275	0.46690857415710835	1.620802762115952	0.330768150753434
TEC	TEC	1	14	2	28	47	268	0.40729483282674767	-1.2958545832774693	0.9314932444677989	1.0000000000004792	0.030820290419908244	2.081018672821495e-13	0.40729483282674767	-1.2958545832774693	0.965268222082051	1.0000000000004994	0.01535199112842898	2.1687724722778012e-13	upregulated set	0.40729483282674767	-1.2958545832774693	0.9314932444677989	1.0000000000004792	0.030820290419908244	2.081018672821495e-13
HER2	ErbB	4	14	4	28	32	268	2.392857142857143	1.2587342684001683	0.08767294167213105	0.7598321611584691	1.0571344214080087	0.1192823281568531	1.1964285714285714	0.2587342684001683	0.451721183367292	1.0000000000004994	0.34512954281516567	2.1687724722778012e-13	upregulated set	2.392857142857143	1.2587342684001683	0.08767294167213105	0.7598321611584691	1.0571344214080087	0.1192823281568531
HER4	ErbB	3	14	8	28	45	268	1.276190476190476	0.35184367279164974	0.43652209161804395	1.0000000000004792	0.3599937725196161	2.081018672821495e-13	1.7015873015873013	0.7668811720704933	0.1025080341015138	0.9598673236417745	0.9892420952987767	0.017788792577450554	downregulated set	0.5876865671641792	-0.7668811720704933	0.1025080341015138	0.9598673236417745	0.9892420952987767	0.017788792577450554
