kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
MINK	STE	20	890	20	612	273	10819	0.8905626208996995	-0.16721103528972284	0.3558621956825672	0.3783377027783083	0.44871814596215626	0.42212037746836145	1.295099236275707	0.3730626478713857	0.15759603100981023	0.2760207941963728	0.8024547242337948	0.5590581988602853	downregulated set	0.7721416027359275	-0.3730626478713857	0.15759603100981023	0.2760207941963728	0.8024547242337948	0.5590581988602853
HRI	Other	45	890	37	612	517	10819	1.058081411774933	0.08145063675750731	0.3783704673190665	0.4008610195722977	0.42208276862568056	0.39700617325241855	1.265164157216723	0.3393245892178908	0.09564263128333601	0.19495951806396863	1.0193484842489278	0.7100555573892828	downregulated set	0.790411263467923	-0.3393245892178908	0.09564263128333601	0.19495951806396863	1.0193484842489278	0.7100555573892828
ATR	PIKK	62	890	24	612	498	10819	1.513419972022923	0.5978123890615616	0.00161791327263767	0.003578304537293533	2.7910447622196575	2.446322700873759	0.8519568469958264	-0.23114773744304917	0.250881186146149	0.35857075189756205	0.6005319056812842	0.44542513810773066	upregulated set	1.513419972022923	0.5978123890615616	0.00161791327263767	0.003578304537293533	2.7910447622196575	2.446322700873759
CDK16	CMGC	58	890	72	612	1051	10819	0.6708453158575568	-0.5759479480918388	0.0006708525791738968	0.0016939027624140893	3.17337290618789	2.77111152373321	1.2110594951586724	0.2762697413840096	0.05876750597545642	0.14476873423222192	1.230862739846777	0.83932522278387	downregulated set	0.825723264627045	-0.2762697413840096	0.05876750597545642	0.14476873423222192	1.230862739846777	0.83932522278387
KHS2	STE	10	890	27	612	189	10819	0.6431841150942275	-0.6366963185909429	0.10123331266896782	0.13278655298137337	0.9946765514522451	0.8768459028420844	2.5254435107376287	1.3365367718462717	0.00003372442266601779	0.00036494643099297823	4.472055476351651	3.4377708791915644	downregulated set	0.395970052685091	-1.3365367718462717	0.00003372442266601779	0.00036494643099297823	4.472055476351651	3.4377708791915644
CK1G1	CK1	55	890	34	612	598	10819	1.1180432903686446	0.16097605006932195	0.22719973483006542	0.25783340694198437	0.6435921798356075	0.5886608126978776	1.005109624674842	0.007352860956110101	0.5147751054873215	0.5323442217155578	0.2883824637313356	0.27380745558313996	upregulated set	1.1180432903686446	0.16097605006932195	0.22719973483006542	0.25783340694198437	0.6435921798356075	0.5886608126978776
SMG1	PIKK	96	890	52	612	970	10819	1.2030858334298622	0.2667395743894335	0.041999719473115434	0.06118228365554796	1.376753610356501	1.2133743168169575	0.9476922040293781	-0.07750952502952209	0.3795553831709586	0.4675011426861807	0.4207248446680442	0.33021732326911835	upregulated set	1.2030858334298622	0.2667395743894335	0.041999719473115434	0.06118228365554796	1.376753610356501	1.2133743168169575
CK1E	CK1	43	890	34	612	527	10819	0.9918704560475876	-0.011776386192349287	0.519521372223627	0.5212416416680761	0.2843965816046573	0.282960896059503	1.1405228758169934	0.1896953835170004	0.24799633889092965	0.35612744399977103	0.6055547305092807	0.44839455730466826	downregulated set	0.8767908309455588	-0.1896953835170004	0.24799633889092965	0.35612744399977103	0.6055547305092807	0.44839455730466826
MNK1	CAMK	27	890	7	612	132	10819	2.486491317671093	1.3141113935477826	0.000060771839490022444	0.00019589220601571065	4.216297617885437	3.7079828429828305	0.9374752426223014	-0.09314750339697371	0.5310348251418486	0.5443330147492379	0.2748769970522423	0.26413532416429586	upregulated set	2.486491317671093	1.3141113935477826	0.000060771839490022444	0.00019589220601571065	4.216297617885437	3.7079828429828305
CK1D	CK1	35	890	36	612	691	10819	0.6157254589505521	-0.6996408727005247	0.0013507643727278973	0.00310061821921631	2.8694204026796	2.508551705383145	0.9210011066655317	-0.11872520504207039	0.3468477044407244	0.44531717985398084	0.45986117546753497	0.3513305499353366	downregulated set	1.0857750254182457	0.11872520504207039	0.3468477044407244	0.44531717985398084	0.45986117546753497	0.3513305499353366
CK1G2	CK1	49	890	34	612	708	10819	0.8413175268202882	-0.24927769522502197	0.12586511138505374	0.15890470312363034	0.9000946355215611	0.7988632487308621	0.8489485247959824	-0.23625101492878245	0.19031423749063447	0.3050680957167603	0.720528720739114	0.5156032088723861	downregulated set	1.1779277197522877	0.23625101492878245	0.19031423749063447	0.3050680957167603	0.720528720739114	0.5156032088723861
CK1A	CK1	51	890	41	612	879	10819	0.7053073589753422	-0.5036760024291412	0.005154208387870348	0.009522714277589729	2.2878380266324863	2.0212392461778794	0.8245759813216147	-0.27827565662144477	0.11634171139590929	0.21760208983308962	0.9342645519839885	0.6623369380243144	downregulated set	1.2127445167602615	0.27827565662144477	0.11634171139590929	0.21760208983308962	0.9342645519839885	0.6623369380243144
CK1G3	CK1	50	890	28	612	748	10819	0.8125788619840172	-0.2994202593701448	0.07725939833109419	0.10450713256393544	1.1120486783100594	0.9808540681419171	0.6617472300863303	-0.5956478439261572	0.012325056903277266	0.043424328391779204	1.9092110669617044	1.362266889702967	upregulated set	0.8125788619840172	-0.2994202593701448	0.07725939833109419	0.10450713256393544	1.1120486783100594	0.9808540681419171
MNK2	CAMK	33	890	9	612	127	10819	3.1586923825533044	1.6593274433290548	1.0155258771936992e-7	5.398321768240191e-7	6.9933090056129465	6.267741232783133	1.252779064381658	0.3251320085740221	0.3048636988231312	0.4051478102781086	0.5158942855046879	0.39238650400283664	upregulated set	3.1586923825533044	1.6593274433290548	1.0155258771936992e-7	5.398321768240191e-7	6.9933090056129465	6.267741232783133
DSTYK	TKL	64	890	35	612	667	10819	1.1664100534002664	0.22207505955818263	0.1272861240371643	0.16003193188075013	0.8952189379217694	0.7957933519943328	0.9276366718601484	-0.10836824033574277	0.36664496906257404	0.45906374225603275	0.43575426982111304	0.33812700729923933	upregulated set	1.1664100534002664	0.22207505955818263	0.1272861240371643	0.16003193188075013	0.8952189379217694	0.7957933519943328
ERK1	CMGC	109	890	64	612	1180	10819	1.122901352123405	0.16723119127049005	0.12134680151799802	0.15513958168756709	0.9159716663974822	0.809277383905281	0.9588124515342861	-0.06067945034532789	0.39511473959177085	0.4750784368901054	0.403276768840521	0.32323468111976006	upregulated set	1.122901352123405	0.16723119127049005	0.12134680151799802	0.15513958168756709	0.9159716663974822	0.809277383905281
ERK2	CMGC	94	890	64	612	1222	10819	0.9350907519446846	-0.09682170739832471	0.2733279940396858	0.3000666021522637	0.563315885927714	0.5227823394906267	0.925858177422633	-0.11113687591485387	0.2871367071993113	0.3866774323617392	0.5419112842883151	0.4126511738973726	upregulated set	0.9350907519446846	-0.09682170739832471	0.2733279940396858	0.3000666021522637	0.563315885927714	0.5227823394906267
ERK5	CMGC	99	890	54	612	1001	10819	1.2022595382145946	0.26574837198638374	0.039845822796427496	0.05889406979179283	1.3996172007810368	1.2299284333344862	0.953663983075748	-0.06844706276864905	0.39414402450134084	0.4750784368901054	0.4043450532588192	0.32323468111976006	upregulated set	1.2022595382145946	0.26574837198638374	0.039845822796427496	0.05889406979179283	1.3996172007810368	1.2299284333344862
PBK	Other	58	890	50	612	563	10819	1.2523240265831121	0.3246078937901099	0.05762676601455493	0.08083754677041732	1.2393757521250919	1.0923868747737178	1.5699915253253462	0.6507567715983709	0.0018255215477414521	0.009218883816094333	2.7386130364420103	2.035321658323349	downregulated set	0.6369461133191607	-0.6507567715983709	0.0018255215477414521	0.009218883816094333	2.7386130364420103	2.035321658323349
ERK7	CMGC	33	890	52	612	723	10819	0.5548463797846054	-0.849839706849897	0.00014116739310096152	0.0004193501971528563	3.850265605208115	3.3774231484677277	1.271454270966109	0.34647957509385013	0.052453983725992345	0.13536640750099027	1.2802215228276048	0.8684890967070762	downregulated set	0.7865009562948374	-0.34647957509385013	0.052453983725992345	0.13536640750099027	1.2802215228276048	0.8684890967070762
ANKRD3	TKL	40	890	27	612	334	10819	1.4558299132072932	0.5418418131560774	0.017375832344835834	0.028154423532006728	1.7600543824724586	1.5504533605066524	1.4290683339203947	0.5150749035932921	0.04929163469408391	0.12987274184615152	1.3072267787848577	0.8864819906361644	upregulated set	1.4558299132072932	0.5418418131560774	0.017375832344835834	0.028154423532006728	1.7600543824724586	1.5504533605066524
MST2	STE	31	890	37	612	449	10819	0.8392908085383248	-0.2527573136115045	0.19167940964199945	0.22511186481211565	0.71742453688269	0.6476016143436152	1.4567703102027745	0.5427734247916784	0.019119794344360622	0.060982080908855464	1.7185167833773716	1.2147977601639142	downregulated set	0.6864500141143084	-0.5427734247916784	0.019119794344360622	0.060982080908855464	1.7185167833773716	1.2147977601639142
MST3	STE	3	890	16	612	140	10819	0.26048956661316214	-1.9407025054810427	0.004111347135954902	0.007985501167912407	2.3860158526127586	2.0976978224649154	2.0203548085901026	1.0146086769589093	0.009361537495223405	0.03417525133798424	2.028652818905442	1.4662882827792105	downregulated set	0.49496256585636383	-1.0146086769589093	0.009361537495223405	0.03417525133798424	2.028652818905442	1.4662882827792105
MST4	STE	30	890	20	612	206	10819	1.7703174430020727	0.8240080791680676	0.0036901056716013804	0.007554743368210934	2.432961197001843	2.1217802838944957	1.716320832540136	0.7793192616080198	0.018752226416840847	0.06044600642875294	1.7269471619018202	1.218632386999214	upregulated set	1.7703174430020727	0.8240080791680676	0.0036901056716013804	0.007554743368210934	2.432961197001843	2.1217802838944957
RIPK3	TKL	69	890	31	612	455	10819	1.843464625262378	0.8824197324348778	0.000004070585675659546	0.00001541734324656053	5.390343100011167	4.811990458500805	1.2044422897364073	0.26836526920469217	0.17680375486768346	0.29427098633645743	0.7525085159010062	0.5312525550771751	upregulated set	1.843464625262378	0.8824197324348778	0.000004070585675659546	0.00001541734324656053	5.390343100011167	4.811990458500805
RIPK2	TKL	79	890	25	612	453	10819	2.1199518813403775	1.0840315188736351	4.312594954602906e-9	3.038875049406234e-8	8.365261329528854	7.517287156606136	0.9756128352739182	-0.03561935636763483	0.5037797040969231	0.5277319043568076	0.2977593330194523	0.27758664948922324	upregulated set	2.1199518813403775	1.0840315188736351	4.312594954602906e-9	3.038875049406234e-8	8.365261329528854	7.517287156606136
MST1	STE	27	890	31	612	405	10819	0.8104119850187267	-0.30327258486575104	0.16173335285241947	0.19787161327265437	0.7912004101114983	0.703616505355539	1.353138868716211	0.436309906518764	0.06462316968277397	0.1522399215208213	1.1896117442141045	0.817471448598355	downregulated set	0.7390224485597321	-0.436309906518764	0.06462316968277397	0.1522399215208213	1.1896117442141045	0.817471448598355
ALK4	TKL	50	890	29	612	875	10819	0.6946388443017657	-0.525665006202199	0.0039059861265975846	0.007815717785255014	2.408269303586007	2.1070311307784397	0.5859028944911298	-0.7712665176882434	0.0010094766532898869	0.005561298653578831	2.995903720766524	2.254823781758463	upregulated set	0.6946388443017657	-0.525665006202199	0.0039059861265975846	0.007815717785255014	2.408269303586007	2.1070311307784397
ALK2	TKL	62	890	23	612	1494	10819	0.504473324007641	-0.9871501116595948	3.4152677059479243e-10	3.4494203830074036e-9	9.466575248451207	8.462253874668566	0.2721528816792223	-1.8775107828283488	2.79267718522917e-16	2.8206039570814614e-14	15.553979262929941	13.5496578891473	upregulated set	0.504473324007641	-0.9871501116595948	3.4152677059479243e-10	3.4494203830074036e-9	9.466575248451207	8.462253874668566
GAK	Other	86	890	50	612	666	10819	1.569716907919155	0.6505043983736032	0.00006920327769309911	0.00021617106330937147	4.15987333545198	3.6652024412159196	1.3271850281654203	0.4083695166073382	0.03123529933380604	0.09370589800141813	1.5053543277715113	1.028233073051849	upregulated set	1.569716907919155	0.6505043983736032	0.00006920327769309911	0.00021617106330937147	4.15987333545198	3.6652024412159196
KIS	Other	55	890	91	612	1378	10819	0.4851885977071476	-1.0433824484368643	3.836752681905796e-10	3.7040466444222314e-9	9.416036194636794	8.431323552959963	1.1674220002466396	0.22332616139828063	0.07257491916490647	0.16371651242691776	1.1392134392200863	0.7859075154919372	downregulated set	0.8565882772371357	-0.22332616139828063	0.07257491916490647	0.16371651242691776	1.1392134392200863	0.7859075154919372
SIK	CAMK	27	890	42	612	390	10819	0.841581676750216	-0.24882480084337494	0.21758917591907523	0.2491160767479599	0.6623627126298234	0.6035982442915648	1.9037958773252892	0.9288788029330255	0.00012426066302425397	0.001107381791069087	3.9056663334284676	2.9557026219684177	downregulated set	0.5252663964189983	-0.9288788029330255	0.00012426066302425397	0.001107381791069087	3.9056663334284676	2.9557026219684177
FAM20C	FAM20	78	890	32	612	1251	10819	0.7579392665642767	-0.39984584456080413	0.005470128446220263	0.009984632043402048	2.2620024757086643	2.0006679352464145	0.45219771894902383	-1.144974380261944	9.587986043347107e-8	0.0000016139776506300963	7.018272606814202	5.792102483415204	upregulated set	0.7579392665642767	-0.39984584456080413	0.005470128446220263	0.009984632043402048	2.2620024757086643	2.0006679352464145
SGK3	AGC	19	890	0	612	32	10819	7.217731741573035	2.851545524186353	2.118448139676281e-9	1.7348372603294952e-8	8.673982163208	7.76074125877269	0.2762203839869281	-1.8561083060961243	0.17148442545888307	0.2902781056650367	0.7657753172795942	0.5371857197571823	upregulated set	7.217731741573035	2.851545524186353	2.118448139676281e-9	1.7348372603294952e-8	8.673982163208	7.76074125877269
SGK1	AGC	7	890	1	612	43	10819	1.978912986673635	0.9847081780982737	0.0823080214612873	0.10986489208268745	1.08455783785438	0.9591410665451979	0.4111187110503116	-1.2823730607982222	0.30932773791053153	0.4066950520421692	0.5095811343732959	0.39073111130294724	upregulated set	1.978912986673635	0.9847081780982737	0.0823080214612873	0.10986489208268745	1.08455783785438	0.9591410665451979
DLK	TKL	46	890	20	612	278	10819	2.0114542074205803	1.0082388940762728	0.000026272144023830732	0.00009476737665738942	4.580504483752816	4.023341141312392	1.2718060845441295	0.3468787160677307	0.17585572793104542	0.29427098633645743	0.7548434813798369	0.5312525550771751	upregulated set	2.0114542074205803	1.0082388940762728	0.000026272144023830732	0.00009476737665738942	4.580504483752816	4.023341141312392
PKN3	AGC	22	890	4	612	124	10819	2.156741573033708	1.1088533189931893	0.0014973163840332788	0.003360643439719137	2.824686423222728	2.4735775632154287	0.5702614379084968	-0.8103046164829993	0.17772802145073172	0.29427098633645743	0.7502440938490506	0.5312525550771751	upregulated set	2.156741573033708	1.1088533189931893	0.0014973163840332788	0.003360643439719137	2.824686423222728	2.4735775632154287
MEK5	STE	17	890	18	612	178	10819	1.1609834616841308	0.215347421026709	0.31329710624701335	0.3378257053126158	0.5040436164389396	0.4713073078417145	1.787673496364838	0.8380832643797902	0.017811457231894576	0.05930628067323139	1.749300547584418	1.2268993114032067	downregulated set	0.559386264904335	-0.8380832643797902	0.017811457231894576	0.05930628067323139	1.749300547584418	1.2268993114032067
TAO1	STE	9	890	26	612	198	10819	0.5525536261491317	-0.85581360789453	0.04187991424448689	0.06118228365554796	1.377994216276487	1.2133743168169575	2.321367267445699	1.2149747919653582	0.00016230400191985473	0.0014050889309061708	3.7896707716692535	2.8522961875172244	downregulated set	0.43078060676729685	-1.2149747919653582	0.00016230400191985473	0.0014050889309061708	3.7896707716692535	2.8522961875172244
PRKX	AGC	65	890	10	612	316	10819	2.5004800170672734	1.3222050755941188	3.911864442954172e-10	3.7040466444222314e-9	9.407616203142362	8.431323552959963	0.5594336890874494	-0.8379609593858648	0.03394482146498817	0.09889693176818669	1.4692264711838565	1.0048171819803318	upregulated set	2.5004800170672734	1.3222050755941188	3.911864442954172e-10	3.7040466444222314e-9	9.407616203142362	8.431323552959963
PERK	Other	31	890	42	612	672	10819	0.5607761503477795	-0.834503101649118	0.0002984488403068266	0.0008074107019015041	3.5251301043223973	3.0929054984902735	1.1048815359477127	0.143891693903876	0.2818777139524687	0.38128994342677686	0.5499392593184266	0.4187446491502844	downregulated set	0.9050744061373508	-0.143891693903876	0.2818777139524687	0.38128994342677686	0.5499392593184266	0.4187446491502844
CAMKK1	Other	84	890	55	612	781	10819	1.307450833704988	0.3867566953795484	0.010693171378063842	0.018000171819740802	1.970893472739628	1.744723349340629	1.2449369419129155	0.3160726692865561	0.06310280155901618	0.15160594698606764	1.1999513590662896	0.8192837624732505	upregulated set	1.307450833704988	0.3867566953795484	0.010693171378063842	0.018000171819740802	1.970893472739628	1.744723349340629
CAMKK2	Other	61	890	46	612	749	10819	0.9900226519254138	-0.014466560153097193	0.5029623684002732	0.5063043110474511	0.2984645076030975	0.29558837469463584	1.0857046868591673	0.11863174150213746	0.3100546436361092	0.4066950520421692	0.5085617599131079	0.39073111130294724	downregulated set	0.9210607747240162	-0.11863174150213746	0.3100546436361092	0.4066950520421692	0.5085617599131079	0.39073111130294724
DNAPK	PIKK	98	890	41	612	852	10819	1.3982460304900564	0.4836182346321372	0.0009460239386098107	0.002257049239360415	3.02409787387875	2.646458966332402	0.8507069103071587	-0.2332659217038791	0.1643899966093792	0.28362568396563714	0.7841246134962517	0.5472544438010795	upregulated set	1.3982460304900564	0.4836182346321372	0.0009460239386098107	0.002257049239360415	3.02409787387875	2.646458966332402
PAK1	STE	26	890	3	612	151	10819	2.0931170473993603	1.0656529895587807	0.0008631999207610899	0.0021438489835295923	3.063888608191947	2.6688058103643906	0.3512206206986106	-1.509550544700047	0.031651453677394546	0.09402343592402498	1.4996063390566394	1.026763882316252	upregulated set	2.0931170473993603	1.0656529895587807	0.0008631999207610899	0.0021438489835295923	3.063888608191947	2.6688058103643906
TAO3	STE	5	890	30	612	254	10819	0.2392948774661594	-2.063138581142036	0.0000508657808574087	0.00016936628131642678	4.2935742841169695	3.771173047935758	2.0879651073027636	1.0620976027402285	0.0002842004376634187	0.002152818315300397	3.5463752576025627	2.66699262042822	downregulated set	0.4789352065810149	-1.0620976027402285	0.0002842004376634187	0.002152818315300397	3.5463752576025627	2.66699262042822
TAO2	STE	9	890	25	612	200	10819	0.5470280898876404	-0.8703131775896451	0.03867992298869921	0.05801988448304882	1.4125143992637068	1.2364231402080257	2.209763071895425	1.1438916939038757	0.0004222505706994921	0.002907770975498775	3.374429754778925	2.536439802762807	downregulated set	0.45253720306867545	-1.1438916939038757	0.0004222505706994921	0.002907770975498775	3.374429754778925	2.536439802762807
PAK6	STE	48	890	11	612	270	10819	2.1610986267166044	1.1117649144130928	0.0000032561956441859357	0.00001298193789721498	5.487289508992373	4.88666047277086	0.7202190752844347	-0.4734922845096581	0.17131041141643907	0.2902781056650367	0.766216241918877	0.5371857197571823	upregulated set	2.1610986267166044	1.1117649144130928	0.0000032561956441859357	0.00001298193789721498	5.487289508992373	4.88666047277086
PAK3	STE	26	890	4	612	185	10819	1.7084360765259643	0.7726762683675475	0.009763314707808073	0.01652672824841255	2.0104027115430716	1.7818131140206597	0.3822292881116411	-1.3874897666124364	0.023409249724750846	0.07312373883092274	1.630612505381642	1.1359416111455818	upregulated set	1.7084360765259643	0.7726762683675475	0.009763314707808073	0.01652672824841255	2.0104027115430716	1.7818131140206597
PAK2	STE	30	890	6	612	171	10819	2.132663118470333	1.092656091465388	0.0002711957956315074	0.0007402912259130337	3.5667170476522823	3.1305973979366346	0.6202843710583649	-0.688998320260866	0.15738820699282755	0.2760207941963728	0.803027812191795	0.5590581988602853	upregulated set	2.132663118470333	1.092656091465388	0.0002711957956315074	0.0007402912259130337	3.5667170476522823	3.1305973979366346
P90RSK	AGC	13	890	3	612	56	10819	2.821970304975923	1.4967028068262556	0.0018483669818964328	0.004029174068450498	2.7332117980565234	2.3947839698083135	0.9470413165266106	-0.07850072743257232	0.6107105861831015	0.6107105861831015	0.21416455178887653	0.21416455178887653	upregulated set	2.821970304975923	1.4967028068262556	0.0018483669818964328	0.004029174068450498	2.7332117980565234	2.3947839698083135
PAK5	STE	46	890	13	612	336	10819	1.6642388978063134	0.7348625440210198	0.0012020264845483486	0.002780259731436257	2.9200859633095786	2.555914630463038	0.6839742841581078	-0.5479860107337923	0.10091229442517437	0.1972672594246957	0.9960559192364179	0.7049449889044044	upregulated set	1.6642388978063134	0.7348625440210198	0.0012020264845483486	0.002780259731436257	2.9200859633095786	2.555914630463038
PAK4	STE	45	890	24	612	366	10819	1.4946122674525695	0.5797712687883996	0.008157361486234211	0.014123888744736949	2.088450291891896	1.850045712075885	1.1592199721418621	0.21315435634098928	0.2676365055531078	0.37370442941286486	0.5724546492040179	0.42747175455024233	upregulated set	1.4946122674525695	0.5797712687883996	0.008157361486234211	0.014123888744736949	2.088450291891896	1.850045712075885
HIPK4	CMGC	52	890	68	612	789	10819	0.8011677418436081	-0.319823761129599	0.05842563815263783	0.08158049935598738	1.2333965353387195	1.088413640684944	1.52358822701028	0.6074730451407564	0.0006089805105417742	0.003925980738173566	3.2153966060528427	2.4060518354862555	downregulated set	0.656345318421296	-0.6074730451407564	0.0006089805105417742	0.003925980738173566	3.2153966060528427	2.4060518354862555
ASK1	STE	63	890	39	612	607	10819	1.2616792847490883	0.3353452279870017	0.04420815535350868	0.06378605272434823	1.354497606254631	1.1952742724862453	1.1358254998869397	0.18374120651044162	0.2368871691685772	0.3450808281638408	0.625458461903634	0.4620791683640906	upregulated set	1.2616792847490883	0.3353452279870017	0.04420815535350868	0.06378605272434823	1.354497606254631	1.1952742724862453
MOK	CMGC	20	890	24	612	368	10819	0.6606619443087446	-0.598015850426883	0.03472809231636367	0.05235130334257807	1.45931907269936	1.2810725016175437	1.152919863597613	0.205292238568019	0.27594896075899306	0.3783372629410629	0.559171237175759	0.42212088235856465	downregulated set	0.8673629725482946	-0.205292238568019	0.27594896075899306	0.3783372629410629	0.559171237175759	0.42212088235856465
HIPK1	CMGC	18	890	45	612	495	10819	0.44204290091930537	-1.1777417027818924	0.0000662029293065071	0.00020895299562366304	4.179122793739967	3.6799513982772303	1.6071004159239453	0.6844600752665784	0.0020183349426986007	0.009863798187704451	2.6950067609458714	2.0059558219418205	downregulated set	0.6222386542194288	-0.6844600752665784	0.0020183349426986007	0.009863798187704451	2.6950067609458714	2.0059558219418205
GCK	STE	22	890	39	612	337	10819	0.7935785016503851	-0.3335551518017938	0.16661512132250533	0.202748521127386	0.7782855863091115	0.6930423049025428	2.045834060627218	1.0326891315842655	0.0000543369509162302	0.0005310998750844435	4.264904735395653	3.274823800727621	downregulated set	0.4887981969043066	-1.0326891315842655	0.0000543369509162302	0.0005310998750844435	4.264904735395653	3.274823800727621
HIPK3	CMGC	25	890	56	612	667	10819	0.455628927109479	-1.1340687506670928	0.000006014806399204896	0.00002195766673444679	5.220778346896064	4.658413810769833	1.4842186749762374	0.5697036647768948	0.003146225211151761	0.01437215961695812	2.502210193200407	1.8424779681735397	downregulated set	0.6737551661759075	-0.5697036647768948	0.003146225211151761	0.01437215961695812	2.502210193200407	1.8424779681735397
HIPK2	CMGC	33	890	55	612	697	10819	0.5755436622442894	-0.7970027157672022	0.00037465671253659837	0.0009957981043735905	3.426366481959544	3.0018287047937116	1.3949723839798953	0.48023656156011235	0.010746507211044065	0.03830813746995708	1.9687326655578348	1.4167089627698226	downregulated set	0.7168600694065154	-0.48023656156011235	0.010746507211044065	0.03830813746995708	1.9687326655578348	1.4167089627698226
MOS	Other	57	890	29	612	1229	10819	0.5637935290406926	-0.8267611754651528	8.659407766100696e-7	0.000003594247333052755	6.062511809219328	5.444392040837479	0.4171399777703324	-1.261396511341214	1.5016797833614896e-8	3.250064102560938e-7	7.823422665963979	6.4881080731399114	upregulated set	0.5637935290406926	-0.8267611754651528	8.659407766100696e-7	0.000003594247333052755	6.062511809219328	5.444392040837479
SSTK	CAMK	72	890	43	612	444	10819	1.971272395991497	0.9791271458349737	2.751891237863076e-7	0.0000013028485079258	6.560368734582354	5.885106080063935	1.7120686863333923	0.7757405822558676	0.0008180956708777608	0.00467375313102259	3.087195905491592	2.33033423089675	upregulated set	1.971272395991497	0.9791271458349737	2.751891237863076e-7	0.0000013028485079258	6.560368734582354	5.885106080063935
CAMK4	CAMK	38	890	4	612	92	10819	5.021030776746459	2.32798356812934	1.5733367839408154e-13	4.767210455340671e-12	12.803178303599465	11.32173567509716	0.7686132423984087	-0.37967026215313715	0.41017046799870627	0.48547520235784375	0.3870356117563096	0.3138329485658542	upregulated set	5.021030776746459	2.32798356812934	1.5733367839408154e-13	4.767210455340671e-12	12.803178303599465	11.32173567509716
MEK1	STE	43	890	28	612	582	10819	0.8981369937063207	-0.15499257746341857	0.27115331324550074	0.2998520215817034	0.5667850845147259	0.5230930188328088	0.8504930036161085	-0.2336287269468042	0.22399127134484834	0.33433179910093125	0.6497689052400663	0.47582231465097413	upregulated set	0.8981369937063207	-0.15499257746341857	0.27115331324550074	0.2998520215817034	0.5667850845147259	0.5230930188328088
PKN2	AGC	17	890	1	612	63	10819	3.28023898698056	1.7138009284931903	0.00008536498111679462	0.0002639345844733548	4.068720251404321	3.5785036985945116	0.28060483452640317	-1.8333882295960409	0.13579841290034483	0.2478730066795451	0.8671053057009535	0.6057707652387035	upregulated set	3.28023898698056	1.7138009284931903	0.00008536498111679462	0.0002639345844733548	4.068720251404321	3.5785036985945116
MEK2	STE	60	890	34	612	582	10819	1.253214409822773	0.32563326344300203	0.05365828366263808	0.07597411191485673	1.27036322297542	1.1193343678223058	1.0327415043909889	0.04647919224593115	0.4522606908515616	0.5033604040250769	0.34461115819294097	0.2981209504677437	upregulated set	1.253214409822773	0.32563326344300203	0.05365828366263808	0.07597411191485673	1.27036322297542	1.1193343678223058
PKN1	AGC	30	890	2	612	120	10819	3.0390449438202247	1.6036180107427673	7.700024464095683e-7	0.0000032860667783394253	6.113507895008702	5.483323615225473	0.29463507625272334	-1.7629989017046428	0.03758220491058552	0.1084515055991182	1.425017743862697	0.96476441443033	upregulated set	3.0390449438202247	1.6036180107427673	7.700024464095683e-7	0.0000032860667783394253	6.113507895008702	5.483323615225473
NEK11	Other	17	890	22	612	283	10819	0.7302298804939056	-0.4535773908387756	0.11817260769217525	0.15172161072342838	0.9274831808727637	0.8189525553405653	1.3742696136169426	0.45866506970929055	0.09500246142273998	0.19495951806396863	1.0222651424115172	0.7100555573892828	downregulated set	0.7276592526615635	-0.45866506970929055	0.09500246142273998	0.19495951806396863	1.0222651424115172	0.7100555573892828
MLK1	TKL	36	890	34	612	456	10819	0.9596984033116498	-0.05934700197966215	0.44680406925032595	0.4589207897723687	0.34988288021866126	0.3382622676945192	1.3181042884990253	0.3984645209894733	0.07194247797465926	0.16371651242691776	1.1430146074935033	0.7859075154919372	downregulated set	0.7586653110268972	-0.3984645209894733	0.07194247797465926	0.16371651242691776	1.1430146074935033	0.7859075154919372
MLK2	TKL	46	890	46	612	654	10819	0.8550218190564547	-0.22596685869830227	0.16195432373471383	0.19787161327265437	0.7906074530316276	0.703616505355539	1.2434140832683735	0.31430682446280594	0.08503736355620435	0.18145296589809803	1.0703902128631866	0.7412359287439381	downregulated set	0.8042373119753091	-0.31430682446280594	0.08503736355620435	0.18145296589809803	1.0703902128631866	0.7412359287439381
MLK3	TKL	25	890	39	612	519	10819	0.5855577926435885	-0.772116527840389	0.002717772428146132	0.0056019390865869245	2.5657869115984253	2.251661617844296	1.3284124825267294	0.40970318440824327	0.05220473225215949	0.13536640750099027	1.2822901273071707	0.8684890967070762	downregulated set	0.7527782320277006	-0.40970318440824327	0.05220473225215949	0.13536640750099027	1.2822901273071707	0.8684890967070762
